

🍉西瓜早安好心情音乐欣赏频道,#genre#


星卫HD电影台,p2p://142.54.189.229:2666/64df451b000e2b1f056c1d2d4c8a5a43.ts


东风卫视,p2p://142.54.189.229:2666/64df454c000c128a056cdc0835e81587.ts


亚洲旅游,p2p://142.54.189.229:2666/64df458d0000b197056dd70234661fa7.ts


三立都会,p2p://142.54.189.229:2666/64df11b100009de604a343a26d5e011f.ts


三立台湾,p2p://142.54.189.229:2666/64df120c000d1ba704a4aa47660f072a.ts


CINEMAX,p2p://142.54.189.229:2666/64df5bda0009868805c4f60d115c76bc.ts


AXN,p2p://142.54.189.229:2666/64df122d0005c00804a5294b00f52204.ts


HBO,p2p://142.54.189.229:2666/64df12580002b58d04a5d077677d6597.ts


HBO Hits,p2p://142.54.189.229:2666/64df45eb000de73e056f498e2cb767d8.ts


HBO Family,p2p://142.54.189.229:2666/64df46550004bc4d0570e54c39ee24dd.ts


HBO Signature,p2p://142.54.189.229:2666/64df46220007117705701eb010a05e11.ts


东森洋片,p2p://142.54.189.229:2666/64df13790003d2fa04aa39ae2da01a11.ts


东森电影,p2p://142.54.189.229:2666/64df13a000050e5604aad25477514fbe.ts


东森戏剧,p2p://142.54.189.229:2666/64df12c40004572504a776c51f557ae3.ts


华艺中文台,p2p://142.54.189.229:2666/64df12f700010de304a83d325efd0c7f.ts


纬来电影,p2p://142.54.189.229:2666/64df13210009342a04a8e3556bf668f8.ts


好莱坞电影,p2p://142.54.189.229:2666/64df134600097ad804a973ed5c03697a.ts


CitY都市剧场,p2p://142.54.189.229:2666/64e0cecc0002f9900b6df5b72ec12ee7.ts

精彩影视,p2p://142.54.189.229:2666/64e0ce310005eaad0b6b98fa39b36cb2.ts



CHC家庭影院,p2p://142.54.189.229:2666/64df524500090962059f87e539814f92.ts

CHC动作电影,p2p://142.54.189.229:2666/64df522000028fae059ef5b741fa1d46.ts


CHC高清电影,p2p://142.54.189.229:2666/64df526f0007690e05a02b8862980d8c.ts


无线新闻,p2p://142.54.189.229:2666/64df13d8000a1ec304abae6b03b97a73.ts

无线财经,p2p://142.54.189.229:2666/64df14850006012004ae511a551c5e4a.ts




西瓜🍉龙华电影,https://cdn8.163189.xyz/163189/lhdy
西瓜🍉龙华经典,https://cdn8.163189.xyz/163189/lhjd
西瓜🍉龙华偶像,https://cdn8.163189.xyz/163189/lhox
西瓜🍉龙华日韩,https://cdn8.163189.xyz/163189/lhrh
西瓜🍉龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
西瓜🍉新加波5频道,https://cdn6.101.qzz.io/163189/ch5
西瓜🍉新加波8频道,https://cdn6.101.qzz.io/163189/ch8
西瓜🍉新加波U频道,https://cdn6.101.qzz.io/163189/chu

西瓜🍉TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
西瓜🍉非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
西瓜🍉民视,http://iptv.4666888.xyz/iptv2A.php?id=55
西瓜🍉華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
西瓜🍉爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
西瓜🍉靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42
西瓜🍉靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
西瓜🍉邵氏武侠,http://iptv.4666888.xyz/iptv2A.php?id=40
西瓜🍉東森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
西瓜🍉龍華电影,http://iptv.4666888.xyz/iptv2A.php?id=45
西瓜🍉民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
西瓜🍉TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
西瓜🍉邵氏电影,http://iptv.4666888.xyz/iptv2A.php?id=39
西瓜🍉東森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
西瓜🍉爱尔达综合,http://iptv.4666888.xyz/iptv2A.php?id=49
西瓜🍉ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
西瓜🍉台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
西瓜🍉八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
西瓜🍉民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
西瓜🍉中视经典,http://iptv.4666888.xyz/iptv2A.php?id=54

西瓜🍉欧洲华文-1台,http://oh.eztv.vip/live/eztv1.m3u8
西瓜🍉欧洲华文-2台,http://oh.eztv.vip/live/eztv2.m3u8



💎西瓜🍉备用台🇼🇸湾💎,#genre#
中天新闻,http://hls-pull-wicketpw.speedws.com/live/ogVoQHdDBtzjdsH4o82zYFquhPEy4XWeWisjW2fHs4Oew26P63.flv#http://kkk.seetv.eu.org/api.php?id=NZrVjdwKWPodN6UZzeuI
环宇新闻台,http://hls-pull-wicketpw.speedws.com/live/3cDvCNnDBtzjBiEhqihpaWdiHXNv7HnTEMRGcac8hxFeC1F9j6.flv#http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=HsGuAz&tk=0i4uhybjIhVm
tvbS,http://kkk.888.3116598.xyz/api.php?n=JYTS&id=FIteIb&tk=YSu2ZqAAwsMb
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
黄金华剧台,http://hls-pull-wicketpw.speedws.com/live/HZvZxcheOtbls4gDYtaTNRcYeQhgGTeXNBxInESYlFHHleooST.flv
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
东森戏剧,http://kkk.seetv.eu.org/api.php?id=k66h7uf5tta0HFliYVpR
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
爱奇艺综,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
Ftv_城市,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
Ftv1时代东晴,P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
Ftv1时代西晴,P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
Ftv2时代,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
thrill电影,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
中天亚洲,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
中视经典,P2p://starvod.xyz:19806/c523db6b2af648daa7c4c6bc2b8b4fa0.ts
民视第一,P2p://starvod.xyz:19806/6a62462b09e141a289c6882ef0ae3d6d.ts
民视闽语,P2p://starvod.xyz:19806/0ad1202aa2fe4fb4872479db5e384e46.ts
台视财经,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
台视综合,P2p://starvod.xyz:19806/c37a6ec58dd140ccab0e25b94849ee06.ts
寰宇闽南,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
tvbs亚洲,P2p://starvod.xyz:19806/62e69ecfa7ad4edfa092d77d9a9347d1.ts
tvbs精采,P2p://starvod.xyz:19806/e9b905add7be4a3abd0a1993053ab547.ts
龙华偶像,P2p://starvod.xyz:19806/b3c35c2e01d44a31b17efef0af0ebc64.ts
龙华戏剧,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
采昌影剧,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
数位电影,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
壹电影'tv,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt知识晴,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
三立戏剧,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts
三立综合,P2p://147.135.39.171:9906/6869374a000888579acb331f46c77c60.ts
纬来精采,P2p://147.135.39.171:9906/68693691000447559ac85f5e03845769.ts
壹综合'tv,P2p://147.135.39.171:9906/685f810d000eeaf174db4a19563a6520.ts
靖洋戏剧,P2p://147.135.39.171:9906/6867a22a000b7799949ca28717b451f5.ts
中视菁采,P2p://147.135.39.171:9906/6867a07b0000813094960c2053bb31ec.ts
八大优频道,P2p://147.135.39.171:9906/686141c600004a257bb419081c1d2844.ts




西瓜🍉格斗经典专区,#genre#
西瓜🍉🏆武林风系列,
2025年3月16日武林风,https://media2.hndt.com/data_01/1/3/2024/03/15/e688912b326aee2b7e2fc8d54c069cb8.mp4
2025年3月9日武林风,https://media2.hndt.com/data_01/1/3/2024/03/11/0704e2e32ff05981422ab960e722892b/1766994972847058945_1920x1080_2000.m3u8
2025年3月2日武林风,https://txmov2.a.kwimgs.com/upic/2025/03/02/11/BMjAyNDAzMDIxMTEyMTVfMTIyOTE2ODQ1Ml8xMjYzMzk2NjUzMjJfMF8z_b_B81d8b4120d76490a2becf33b6c2ae39a.mp4?tag=1-1709354572-std-1-cj51uhutd2-e3dc8b97d8371db4&clientCacheKey=3x8xiwbr34xyzpy_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
2025年2月17日武林风全球功夫盛典[2],https://txmov2.a.kwimgs.com/upic/2024/02/18/22/BMjAyNDAyMTgyMjA2NThfMTIyOTE2ODQ1Ml8xMjUzMjM0NzUyNDhfMF8z_b_B1f6af89654b31207047069499cea04d9.mp4?tag=1-1708267113-std-1-hbjoaahdyu-ecb9fa9bb60959a9&clientCacheKey=3xdqece4hixmv9w_b.mp4&tt=b&di=276c0430&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
2025年2月3日武林风全球功夫盛典[1],https://media2.hndt.com/data_01/1/3/2024/02/02/9efd40fe4b35b248d702e962120c5dac.mp4
武林风①,https://media2.hndt.com/data_01/1/3/2022/07/02/87f9a85d12bf30dd0c00d91489bfafad.mp4
武林风②,https://media2.hndt.com/data_01/1/3/2025/07/01/66a0886a5b11efae6d95fb790844507c.mp4
武林风③,https://txmov2.a.yximgs.com/bs3/video-hls/5230931045761004318_hlsb.m3u8?pkey=AAVTKbr7pJ8xZ2oLnj2D_utkZtu68l5j3B0HGCAmoJda5-fVEzVWFCNOZ43xQmWN7DnRDPTHVhz1k8eE8OGAiVQKjvdjPlnqL9fJAHubPbSJ-If0h8PaVqVNfRZANTTZbQs
武林风④,https://txmov2.a.yximgs.com/upic/2022/06/17/22/BMjAyMjA2MTcyMjI0MDNfODQ0MzgwOTA1Xzc2OTk4MzUyNzc0XzBfMw==_b_B8af7c147dfba60f9d8979f50f97a2548.mp4?pkey=AAWK6nlIWTZ6Zu2gltJ3isDKlTRDtfkhBYez6e6Soa0vP5yQUooquyCQx9u8duylsXXQQHHdZBy85HgPH0an2n3eHTBUAJO-EabYJll0h0iUQxMx9RIbOkMug5NjTCa1rw4&tag=1-1655476891-
武林风⑤,https://txmov2.a.yximgs.com/bs3/video-hls/5188146847734472653_hlsb.m3u8?pkey=AAW27VnZYedosyOZQx1hvnIua23jOxawv4eaMNL4XvcZqVWo1YQOvrLWpOs5tXtczGlig5pmclRuE4UQzgYCRafDvB5DiaY5RH-oIvZZUBU_VJWmT_YCssFAH-JIRrTJRHE
武林风⑥,https://media2.hndt.com/data_01/1/3/2022/05/27/df872767b848e27a5f9ce24dead7e68a.mp4?_=1
武林风⑦,https://media2.hntv.tv/data_01/1/3/2022/05/13/b5ee319f375fa2f0f02f7e21c73fdbfa.mp4
西瓜🍉武林风⑧,https://media2.hntv.tv/data_01/1/3/2022/04/29/2c283887daa281c5cd0b04d91c3b145b.mp4
西瓜🍉武林风⑨,https://media2.hntv.tv/data_01/1/3/2025/04/29/2c283887daa281c5cd0b04d91c3b145b.mp4
西瓜🍉武林风⑩,https://vod.stream.hndt.com/HeNan1/20220422/HeNan1_20220422_2110_2240.mp4
西瓜🍉武林风⑪,https://vod.stream.hndt.com/HeNan1/20220422/HeNan1_20220422_2110_2240.mp4
武林风⑫,https://vod.stream.hndt.com/HeNan1/20220422/HeNan1_20220422_2110_2240.mp4
西瓜🍉武林风⑬,https://vod.stream.hndt.com/HeNan1/20220415/HeNan1_20220415_2110_2240.mp4
西瓜🍉武林风⑭,https://vod.stream.hndt.com/HeNan1/20220415/HeNan1_20220415_2110_2240.mp4

西瓜🍉经典🏆昆仑决klj系列,
2025年1月20日昆仑决95曼谷站,https://txmov2.a.kwimgs.com/upic/2025/01/22/00/BMjAyNDAxMjIwMDA3NDhfMTIyOTE2ODQ1Ml8xMjI2OTc5NjUwNzFfMF8z_b_B92b75adf9f382f2721bc4957beedcf10.mp4?tag=1-1705886318-sr-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x5fscgmnj4pwbi_b.mp4&tt=b&di=175e494&bp=10001
2025年1月19日昆仑决94曼谷站,https://txmov2.a.kwimgs.com/upic/2025/01/19/20/BMjAyNDAxMTkyMDE5MzRfMTIyOTE2ODQ1Ml8xMjI1MDUyMjc5OThfMF8z_b_Bf792b5b29da987b85899b3e76ec6c736.mp4?tag=1-1705670491-std-1-66sz7th6zg-0fd065a215c9e312&clientCacheKey=3x7nrw5v7946kjc_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
2025年12月23日昆仑决格斗精英赛6苍南站,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/c344c87d9fa92dde-9d0cdcdd1b0e5d43e5d109a9d3541b15-hls_1080p_2.m3u8?pkey=ABCYV4c6mXdtmmO0qjDehAQSfJ-SXnR4tiMpDgOfd72LCqWm3Jpdq2EPu7G3-DsIIvXD3-k6BlAEeFjiQvqZTDLzlko1FdSr7Z9iOuDJkVeECMCy8qFg5YZQkn7YygC_aqUMXg3c_ZpYOxJBzE3GZN0SbiOHDcwKeRhUKRbPJqJa4PYRmkKD4nkx-TWRBybP9zdwnjG9VO46kGsVHMQTJN3u8gKsDNT7zsk_lH1dIXlA8vWtJzmjrXEPOToVMubpGFE&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk
2023年11月25日昆仑决93铜陵站,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/c90e7b9b825957b5-006770ebfc2af4b6bea88555f21ab268-hls_1080p_h264_6m_1.m3u8?pkey=ABA0E8gvuhOkof2oekp4R0FmC5uid9U5KZvrpBj2fQbBVaHSylBYYj_i1VhAER7-7yJJNUq96wRKFVxbZUAr17MjZpE-BFLfWn1QLlZPD_kGglli_IH-6JJ3WMJfOiAn-U1uUholRRMm2l4rCn9FULFr0KJ2FhAiulLihL4hNl__w_1Dd5fDgZZNjHIt4Lwepesfd0ZsdvHkDFpN2o-A-NQ6Hn8YQP5eP-OJ_eiLvSzc7eWGaB9XcNaOCQMaImBTHpA&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk
2023年10月21日昆仑决92北京站,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/9d6344739d152482-2323eb8dad74c03361d3121df29f5358-hls_1080p_2.m3u8?pkey=ABB6xMgUEJw_D7f_ZfM7H4Fnsu9Z-a-eqBTk7muJs3Yfck4dNZF4ofH5TBvzOUEhLGj0EiNwNPApM99WsEKNSq48UZNUVIu47ufIGx6k67PkSX7vvZ9MmhA43Xcyr9HHPqZtEWTj5VIrVPPEH8Of6_v8Bxhpv4pKs8Ew86gFRtCoJ5xtQjuT_LhXHB-GHApLIJqgMmKi8fle2z5QfYBB7dJG052nOM6DbKZqCzLxPm7-nR31nDY_CgyCKgD3MJZB7fE&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk
2023年9月16日昆仑决91期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/8ad30a7505f2b3e7-c98ba13480340c91a6eb6848b40b7b0e-hls_1080p_h264_6m_1.m3u8?pkey=ABAoNDUOcEECvACMalmM4Yum2Qt5srO8pMTMM_SQ0lpc5Ao6XyxgsAOJPS8a426OwxuHjvqvELYqiFAI63ZuxwgtPHKGgc9wg8uzt77qkcfdRzvM2ebCS_xTWFPwePweJP_RVmiVnNHC8kMzHN1PPY71L7W4qij-Y-xzkjRpPUC4-Vw8QwKS2GhpYgm46vj8Ao0IkVxW0AMa6sWzliRcVdMUfNBdnE4eqyPHx1eI0WpMvh22JOLvceKUY36BPJVeVVQ&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk
2025年8月19日昆仑决-天天格斗嘉年华,https://txmov2.a.kwimgs.com/upic/2025/08/29/18/BMjAyMzA4MjkxODQyMTNfMTIyOTE2ODQ1Ml8xMTE2ODIwMTA1OTZfMF8z_b_B42456fc4d262dc8c10cf4a284edaf70d.mp4?tag=1-1693315839-std-1-lnjkutck9f-71df55f57fc3d726&clientCacheKey=3xtyu7vuew8g7gm_b.mp4&tt=b&di=2ac036af&bp=12681
2025年8月12日昆仑决90,https://txmov2.a.kwimgs.com/upic/2023/08/29/19/BMjAyMzA4MjkxOTMyMDJfMTIyOTE2ODQ1Ml8xMTE2ODU4MDkwNjBfMF8z_b_B915811684b3a4dad13fefa47c309ae26.mp4?tag=1-1693315468-std-1-qkutikzcno-3e98762eb3dd15ab&clientCacheKey=3xyh53n94x659ge_b.mp4&tt=b&di=2ac036af&bp=12681
2025年7月8日昆仑决89铜陵站,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/fc29887a3a3189ab-1e290115d6ea745a4cc0c84dd943c764-hls_1080p_h264_6m_1.m3u8?pkey=ABAlAwoP6Ulg7s7DftGtz1V34jBJexRGbSEPUs0h-HNXlxnB_dyKKhFjQRZcxWZONdlMpCaTWoypu2y2i2N9UChiC4gYWFU1WmmbU_QTWyj4khDoxSJxwqqWAzVYZOik_jHTSyCVhpkdRZPM0BGpbD-w7q0IRPfQ5UmmYtsh60x8j148YoPHVUdFWnC8QWbWG3uJD9GABdkfhh8QqdSwTZz6YKuKcVPLA91b8exvcCYmbIcktoeO5clV44TZk_wTTjs&safety_id=AAIr4hxGdSb4EcyC8MB_fcaA

西瓜🍉🏆峨眉传奇系列,
2025年1月20日峨眉传奇45彭州,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3473444116_8896925730/merged_1705763346189_907287_11004_24801.m3u8
2025年1月20日峨眉传奇崛起之路1·彭州站第二场,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3473444116_8896915705/merged_1705737246290_95291_10683_17474.m3u8
2025年1月19日峨眉传奇崛起之路1·彭州站第一场,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_3473444116_8896908076/merged_1705656486017_229447_847_13190.m3u8
2025年12月31日峨眉传奇伊宁站 - 战卡,https://1251961939.vod2.myqcloud.com/0ed136b0vodcq1251961939/7736e0453270835014483962627/playlist.f9.mp4?t=65924873&exper=0&us=ed3f678c5b404cd298814e964f030628&sign=0c07f74cb3e4a9c39623877b8e0c3b86
2025年10月22日峨眉传奇-渝武魂·重庆站,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/04ed8e82c2764110-eb68d2b1b2f1222642425ae32d7d78d9-hls_720p_2.m3u8?pkey=ABAbmbVchCDIDTuuGt986s2riPQMBrTBW5no2cIsUh-u3kmf7w6GFM-xLajfenZFI29cusXAbmU6a_8nsb0WMna4PEfKLiW5RCPY-CzwJEq3I8y2Vsv4FkftaEx5jWs2GkI9u6hQ303KQqfNV0OQeJCgnAbZfXupM-hoHVXSi4_qhyV13z7qF2p2Pt-cIwpQqByB_t9netFx04C7JMR16WV_xzC5RWW0QlShPF0vMORx1_NN5j_UcH6uoT5X9ZQ7jho&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk
2025年3月25日峨眉传奇·韩井杯青年格斗赛 - 战卡,https://txmov2.a.kwimgs.com/bs3/video-hls/5242190065644369863_hlsb.m3u8?pkey=AAUtSh8lVa5atsfwmt_VmpKhFChM8bZ0NFs_alHHb6fkl4b17nONzTyVGbKVCG_1jEB42i9nkXrtRjvnsOT858N9gVVyTWVE9A5duY0Czo7l8EmNLZIwy--dT2UOBMMsKZo&ss=vp

西瓜🍉🏆勇士的荣耀系列,
2025年1月26日勇士的荣耀52-年终盛典,https://txmov2.a.kwimgs.com/upic/2024/01/28/09/BMjAyNDAxMjgwOTE0NTVfMTIyOTE2ODQ1Ml8xMjMzMTY4MjM0OTNfMF8z_b_B498a3711ba8dd13af177c9499869e337.mp4?tag=1-1706418584-std-1-q3leos7xtg-c47b276a3d33b26f&clientCacheKey=3xkp2r6zvdnh4u9_b.mp4&tt=b&di=276c0430&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
西瓜🍉2025年12月31日勇士的荣耀51-跨年盛典1,https://txmov2.a.kwimgs.com/upic/2024/01/23/19/BMjAyNDAxMjMxOTQ3MzlfMTIyOTE2ODQ1Ml8xMjI5NTM4OTUyNzVfMF8z_b_B22c4489fe155d9747dbf8e441b55ccde.mp4?tag=1-1706025080-std-1-clxjgvp656-dbd9400bd01e0735&clientCacheKey=3xdaju4h8zpg3yk_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
西瓜🍉2025年12月31日勇士的荣耀51-跨年盛典2,https://txmov2.a.kwimgs.com/upic/2024/01/07/12/BMjAyNDAxMDcxMjI0MTdfMTIyOTE2ODQ1Ml8xMjE1NDE2NjIwNzVfMF8z_b_Bc27d157f518ed54482b19d5a982496d5.mp4?tag=1-1704603981-std-1-r429uebz4n-869a65cf9b842831&clientCacheKey=3xtxp7z9tyqja2g_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
西瓜🍉2025年11月17日勇士的荣耀50期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/4142cbc9730304a8-bd693cbdc3cd93ec816a65684059974d-hls_1080p_h264_60_1.m3u8?pkey=ABAxC9nijC6DMIBHYR12RjVRhSdrVgZM8EJpFez3wKJz5MTKFFQrzAErwtsAXXlOmyMvfFSlnUS_QslafZUnQJEn-B_wW9C0fR5Hqrh6z7arQYti5mb17dqftEHpRuLcnnYZNp79O38zaRZOvJck0rIq-nFNjxlCM16-DoOqt1mUKQBpqb_cNQgGYdMLWAVT75CDHCj7RxVo14JaIZObbUYM8XClUwYtesdzWd2uGkqUVR4KQzup5Kpy0ZUhSsnBhv0&safety_id=AAIQ0qgWzY6VCR_ZTevKMWP9
西瓜🍉2025年10月13日勇士的荣耀49期,https://txmov2.a.kwimgs.com/mediacloud/acfun/acfun_video/1e52e9c8adb5eb52-9d28403bb57a90667e9db4e6674fe0a3-hls_1080p_h264_60_1.m3u8?pkey=ABAs4kHtCjDL5gWFK7-Duy1fq9WU1ya1GoO13nw_1v8gxqcCcja6LlBjztVLTP98ddli-UKkXQY2v4MRGjj7CajOT54VGy0S4eQZtt-n7Qd1LGUOkUU6gu_JI8iOtgrfV5dmWybODB93Bo_SS5aMIee_5gAfX4nVc4i0ZyBMT6jGSCEHDZdLYubXOQCm_ZVZ4ARMyf2T_nGZsCn3WcQno_-fqG8RLF5bGiQvpCdjyaa5hugwvUUQCtwIKzQgetoNL8E&safety_id=AAIETbyTOLoAa4IJ3rQWRCzk#https://txmov2.a.kwimgs.com/ksc1/QUa7eKpAB01yy5Jx0kiVlqsar0Q7BLRevxi1s-iJjZXtD9ydGe9WW0yFXptDvy111ofXOU3WCYqhDXpItFM9HF0ZicD-E5aKrAzJjASrouXPe4yUfDfv0gZtU3GT7U94CpPGV9j7AG5jYha0xqgql4oYEWg0eopm55faCMjFoAbjdo-bQkc-sQeM8uzmD3Sy.mp4?pkey=AAWMajXdxIfRR7quQ46bAhg3VErTyDppxD_GcRMwD_dUKTnQD5ynnqt76d9tjBq3nJrpc1silgQJ3iuPrH1vM1SRdG6YCz087GRhHDmvkO7b-L0BAh5arREydXa7Wgce20M&tag=1-1697244010-tube-1-cznyu4ym17-fc1a687b231b2f33&clientCacheKey=3xsc694dccpiwva_b.mp4&tt=b&di=2ac036af&bp=14081&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
西瓜🍉2025年10月11日勇士的崛起41期,https://txmov2.a.kwimgs.com/ksc1/WrVds-HnZ_yRi7Z66DfImVg1K5vW6LfQVf8ZZLCZGo6cIl87lUamTS_inVvOrTkcKWMKoZGQgk38z9r2-7KdaG1ez8cFMetWuhZbazaayXUE2QbGRW-yDKW5vPp8G8MC5OfLhTvTiuLV2bPLuQzLSxHWN3xU7_4wP5m25VrpkxujTPR9dBW3EGEZ9lLmgBLP.mp4?pkey=AAUj2d8ebtPSi7gAb9UiiPB-f2s_lnMmX2p3lm2mfQtX5-8C0PErFFwAu83OiUL8-BETkNJ03GCwRT0PYFkzMCFz2EIG-kI3KzNRPCu6UgTCxy14FqNQS8apVZR9DOpXAXk&tag=1-1697032872-tube-1-1i0swxixs9-c63618fb19fcaee9&clientCacheKey=3x5vr4ndyy9dzcy_b.mp4&tt=b&di=2b8e8c09&bp=14081&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1

西瓜🍉🏆UFC格斗系列,
UFC格斗之夜①,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
西瓜🍉UFC格斗之夜②,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
西瓜🍉UFC格斗之夜③,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
